"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000007171.18",1967.98381493062,-0.131558880893793,0.40716362484929,-0.323110594524471,0.746611486980665,0.798435316926764,"NOS2"
"ENSG00000010610.10",3572.07546325538,0.166809816205303,0.182757781806639,0.91273714616317,0.361380802409336,0.441623206186705,"CD4"
"ENSG00000049768.16",414.398655632737,0.917058858698114,0.187986840300704,4.87831412683562,1.06996427093178e-06,6.35920291518471e-06,"FOXP3"
"ENSG00000073861.3",88.974734600839,0.0627003530898754,0.218543971678278,0.28690040090503,0.774188583510295,0.821599271546797,"TBX21"
"ENSG00000081059.20",2731.84212929067,0.427704822299594,0.184957629935578,2.31244757217405,0.0207530313367851,0.0409770441628096,"TCF7"
"ENSG00000089692.9",647.115003825027,-0.136737056460175,0.242727694844497,-0.563335207990069,0.573206647759488,0.645216522781188,"LAG3"
"ENSG00000100450.13",257.898921949053,0.342807663953516,0.266174687573047,1.28790482325423,0.197779096308775,0.269466107657806,"GZMH"
"ENSG00000100453.13",781.061336242262,0.828167380781715,0.273013408885298,3.03343115696437,0.00241789871987461,0.00641432051308455,"GZMB"
"ENSG00000105329.11",6754.56280447592,-0.207498731717265,0.145929679805302,-1.42190904546702,0.155052656937176,0.220677173717278,"TGFB1"
"ENSG00000109471.5",4.71961196320244,-0.975094465664002,0.324537652987498,-3.00456497632207,0.00265960944173373,0.00697644735092718,"IL2"
"ENSG00000111537.5",51.2206130094747,1.8939352393626,0.327885555476224,5.77620821573501,7.64028174350059e-09,6.82338416934054e-08,"IFNG"
"ENSG00000115415.20",22276.8978184837,1.19455336113291,0.151421977152427,7.88890347093032,3.04853200868247e-15,7.88022721645966e-14,"STAT1"
"ENSG00000118520.15",22.0783039335735,-1.60181676835368,0.256480155493802,-6.24538286507859,4.22763258393609e-10,4.71642963660077e-09,"ARG1"
"ENSG00000120217.14",454.885203334932,0.789790752094576,0.217857943439217,3.62525570390748,0.000288675675801211,0.000984816114438848,"CD274"
"ENSG00000125347.14",4741.02117194497,0.0743676532968964,0.162879391558017,0.45658110940577,0.647972159707738,0.711546667164398,"IRF1"
"ENSG00000129226.14",8.3964957140687,0.344607849942901,0.224177634625487,1.53720887687394,0.124242167244152,0.184074913617082,"CD68"
