"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000007171.18",64.2667021597674,0.00853137314576074,0.234745438961841,0.0363430837399467,0.971008796757941,0.97773715644875,"NOS2"
"ENSG00000010610.10",1100.60922949957,0.0762725836413553,0.136044673037908,0.560643661660329,0.575040480647154,0.65391949709713,"CD4"
"ENSG00000049768.16",104.797597373063,0.309654560695327,0.123769162562037,2.5018716640352,0.0123538697809354,0.0230877082865687,"FOXP3"
"ENSG00000073861.3",30.4324753436265,0.282123463774424,0.162533386633002,1.73578776409461,0.0826013684162662,0.125795059344162,"TBX21"
"ENSG00000081059.20",612.625001994075,-0.328293059721338,0.133979708202962,-2.4503192619588,0.0142729597980906,0.0262903959063907,"TCF7"
"ENSG00000089692.9",191.318149669697,-0.338395479648624,0.146928292413664,-2.3031335496359,0.0212713301785861,0.0377201730882833,"LAG3"
"ENSG00000100450.13",74.6657665618349,-0.0968620909594929,0.160905860855248,-0.601979880935666,0.547187529704038,0.628509807218667,"GZMH"
"ENSG00000100453.13",71.3912582788563,0.298414502223921,0.185664372970158,1.60727929354484,0.107993114479096,0.158673060867505,"GZMB"
"ENSG00000105329.11",1651.93603899711,-0.189000622156047,0.10667196589518,-1.77179280957254,0.0764289566030506,0.117492413744893,"TGFB1"
"ENSG00000109471.5",2.24369326041165,0.0136346123469584,0.25058482482098,0.0544111653876053,0.956607583341009,0.966977533368453,"IL2"
"ENSG00000111537.5",6.93115322541993,-0.042021014191217,0.274278018897769,-0.153205912599505,0.878235895140186,0.908376053724017,"IFNG"
"ENSG00000115415.20",9043.43792677964,0.203137956186309,0.121224894911517,1.67571154699356,0.0937947069588434,0.1405228695498,"STAT1"
"ENSG00000118520.15",17.0483696121634,0.433756547448655,0.185012085052606,2.3444768341772,0.0190537941408173,0.0341404376853877,"ARG1"
"ENSG00000120217.14",108.00323071625,-0.672541398900788,0.130081566154573,-5.17015145790623,2.33904343762896e-07,1.0048911022673e-06,"CD274"
"ENSG00000125347.14",1732.14914875716,0.0980847315597849,0.151781417338374,0.646223584413628,0.518134567867006,0.601366805004785,"IRF1"
"ENSG00000131203.13",254.921946970846,0.37194971201514,0.199081248780652,1.86833121799911,0.0617159178322483,0.0972940000941799,"IDO1"
"ENSG00000134460.18",62.9269720989228,0.882386992674212,0.184231530818967,4.78955469105493,1.67151837504591e-06,6.28650034186915e-06,"IL2RA"
"ENSG00000135077.9",248.023421686177,0.19742934312434,0.121196305764332,1.6290046291365,0.103312038991923,0.152668245637104,"HAVCR2"
"ENSG00000135218.19",317.742509141012,-0.639561226459201,0.2022526629471,-3.1621893978547,0.00156587683159516,0.00353589562238175,"CD36"
"ENSG00000136244.12",180.351283964287,-0.664861407551933,0.299059583401579,-2.22317372340867,0.0262040879549688,0.0454121116665254,"IL6"
"ENSG00000136634.7",11.3834748965544,-0.298682990035119,0.189494352941352,-1.57621050653451,0.114977297990406,0.167699878315337,"IL10"
"ENSG00000138185.20",1110.61347022556,-0.453203414478459,0.0911548908309297,-4.97179482469067,6.63358890927088e-07,2.65507110059061e-06,"ENTPD1"
"ENSG00000138795.10",673.433097777497,0.77716700970216,0.154883796747975,5.0177425012815,5.22821867409602e-07,2.12641614538965e-06,"LEF1"
"ENSG00000145649.8",133.788600899688,0.119537712856724,0.166025209841221,0.719997360467391,0.471526620726928,0.557471588077381,"GZMA"
"ENSG00000150045.12",16.1123711215319,-1.1041027792779,0.161389262717449,-6.84124061717107,7.85102564508251e-12,6.23785383511628e-11,"KLRF1"
"ENSG00000153563.16",347.662181374367,-0.244192079946195,0.155670097549713,-1.56865116544437,0.116729243369043,0.169859764400522,"CD8A"
"ENSG00000163599.17",63.7996199659344,1.15366529292593,0.210491135832423,5.48082601371105,4.23344645601873e-08,2.02049053494926e-07,"CTLA4"
"ENSG00000166710.21",98565.3712697189,-0.216775470627447,0.0999201505914314,-2.16948702883597,0.0300457280813493,0.0512123864218637,"B2M"
"ENSG00000168394.11",3078.91812252016,0.356225265473305,0.118797731483797,2.99858642942094,0.00271235212463651,0.00582530180884408,"TAP1"
"ENSG00000170458.14",1330.81246523842,-0.178243664146006,0.117716878698659,-1.51417253087629,0.129982086662166,0.186597807020363,"CD14"
"ENSG00000172116.23",93.2151904033238,0.0257819965732189,0.157624864792611,0.16356554282943,0.870073172154605,0.901984666246169,"CD8B"
"ENSG00000173372.17",2466.16331955154,0.330776019829534,0.139445642236681,2.37207857143438,0.017688328786416,0.0319228346191348,"C1QA"
"ENSG00000177575.13",613.890094795449,-0.141585054397082,0.1674208949222,-0.845683296955713,0.397729443527067,0.484250139642235,"CD163"
"ENSG00000178562.18",137.004403440873,0.534489728994141,0.187812081517342,2.84587511450795,0.00442895608176242,0.00910416354921509,"CD28"
"ENSG00000179583.19",657.67750543625,0.0718020455618,0.143989764635673,0.498660760669174,0.618018392431167,0.692626073342257,"CIITA"
"ENSG00000180644.8",182.973542386289,-0.132578878382197,0.141160772107133,-0.939204825839131,0.347625591802153,0.432687428488554,"PRF1"
"ENSG00000181847.12",120.844775133057,0.67931180483254,0.204494941277792,3.32190029048075,0.000894066372012344,0.00211274772848512,"TIGIT"
"ENSG00000182578.14",1499.12113512776,-0.410818524294998,0.122354907107061,-3.35759745161289,0.00078623023096299,0.00187646528124915,"CSF1R"
"ENSG00000188389.11",58.9879318684504,0.480456653590683,0.174481579406675,2.7536239368332,0.00589394495161686,0.0118256376405643,"PDCD1"
"ENSG00000189430.13",2.80553607598623,-0.483209670013997,0.213712627764441,-2.26102535478906,0.0237576870443083,0.04159225662257,"NCR1"
"ENSG00000196126.11",8689.66252981247,-0.106739876933121,0.132985527340225,-0.802642806837483,0.422181218837274,0.508611234594515,"HLA-DRB1"
"ENSG00000196735.13",2559.35330183173,-0.123924462409768,0.149585218318481,-0.828453932833936,0.407413473717996,0.493818591561667,"HLA-DQA1"
"ENSG00000198846.6",255.631431197722,-0.231605767763558,0.174724294923222,-1.32554987768204,0.184988837822772,0.25336327334414,"TOX"
"ENSG00000204267.16",894.827976733436,0.460323903557608,0.0907511986449879,5.0723727116637,3.92885929226755e-07,1.62797634022559e-06,"TAP2"
"ENSG00000204287.14",16224.8442001519,-0.17790115825428,0.135406013039691,-1.313834993444,0.188901738718816,0.25778291607519,"HLA-DRA"
"ENSG00000204525.17",48255.8312944972,0.261564155635486,0.10990348980643,2.3799440408687,0.0173152672963811,0.0313160204700943,"HLA-C"
"ENSG00000206503.13",26788.9895294281,-0.00896880790083513,0.138535628763723,-0.064740081529003,0.948380949298907,0.961082720142477,"HLA-A"
"ENSG00000213809.9",7.31812524170187,0.277702165582748,0.193882254128981,1.43232379275932,0.15205117691961,0.213928290754292,"KLRK1"
"ENSG00000232810.4",20.0059653491292,-0.33082660706809,0.210229945466094,-1.57364169188469,0.115570308897049,0.16844157544929,"TNF"
"ENSG00000234745.12",47145.2273163462,0.346388285016343,0.128160959796222,2.70275976059406,0.00687664287250894,0.0135941782103833,"HLA-B"
